"InvID","PlotID","Invdate","Treenum","Species","Cdeath","Yrdeath","Comment"
2025,"0040-00004","1994-10-19 00:00:00",9,"WF","R","9",NA
2026,"0040-00005","1994-10-18 00:00:00",1,"WF","U","9",NA
2026,"0040-00005","1994-10-18 00:00:00",22,"IC","C","9",NA
2026,"0040-00005","1994-10-18 00:00:00",28,"PP","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",11,"DF","C","9",NA
2029,"0040-00008","1994-09-30 00:00:00",12,"WF","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",13,"WF","C","9",NA
2029,"0040-00008","1994-09-30 00:00:00",14,"IC","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",16,"WF","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",21,"DF","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",23,"IC","M","9",NA
2029,"0040-00008","1994-09-30 00:00:00",24,"IC","M","9",NA
2029,"0040-00008","1994-09-30 00:00:00",7,"PP","R","9",NA
2029,"0040-00008","1994-09-30 00:00:00",9,"PP","C","9",NA
2030,"0040-00009","1994-09-30 00:00:00",1,"IC","W","9",NA
2030,"0040-00009","1994-09-30 00:00:00",14,"IC","M","9",NA
2030,"0040-00009","1994-09-30 00:00:00",15,"WF","M","9",NA
2030,"0040-00009","1994-09-30 00:00:00",2,"WF","M","9",NA
2031,"0040-00010","1994-10-03 00:00:00",10,"TO","M","9",NA
2031,"0040-00010","1994-10-03 00:00:00",11,"TO","M","9",NA
